season,homeTeam,awayTeam,winnerName,loserName,matchScore,goalsHome,goalsAway,matchDuration
2020,Chelsea FC,Newcastle United FC,Chelsea FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Burnley FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Everton FC,Manchester City FC,Manchester City FC,Everton FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Wolverhampton Wanderers FC,Leeds United FC,Wolverhampton Wanderers FC,Leeds United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Southampton FC,Chelsea FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Burnley FC,West Bromwich Albion FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Liverpool FC,Everton FC,Everton FC,Liverpool FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Fulham FC,Sheffield United FC,Fulham FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,West Ham United FC,Tottenham Hotspur FC,West Ham United FC,Tottenham Hotspur FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Aston Villa FC,Leicester City FC,Leicester City FC,Aston Villa FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Arsenal FC,Manchester City FC,Manchester City FC,Arsenal FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester United FC,Newcastle United FC,Manchester United FC,Newcastle United FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Brighton & Hove Albion FC,Crystal Palace FC,Crystal Palace FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leeds United FC,Southampton FC,Leeds United FC,Southampton FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Manchester City FC,West Ham United FC,Manchester City FC,West Ham United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,West Bromwich Albion FC,Brighton & Hove Albion FC,West Bromwich Albion FC,Brighton & Hove Albion FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Leeds United FC,Aston Villa FC,Aston Villa FC,Leeds United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Newcastle United FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Leicester City FC,Arsenal FC,Arsenal FC,Leicester City FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Crystal Palace FC,Fulham FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Tottenham Hotspur FC,Burnley FC,Tottenham Hotspur FC,Burnley FC,HOME_TEAM,4.0,0.0,REGULAR
2020,Chelsea FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Sheffield United FC,Liverpool FC,Liverpool FC,Sheffield United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Everton FC,Southampton FC,Everton FC,Southampton FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Manchester City FC,Wolverhampton Wanderers FC,Manchester City FC,Wolverhampton Wanderers FC,HOME_TEAM,4.0,1.0,REGULAR
2020,Sheffield United FC,Aston Villa FC,Sheffield United FC,Aston Villa FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Burnley FC,Leicester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,West Bromwich Albion FC,Everton FC,Everton FC,West Bromwich Albion FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Fulham FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Fulham FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Liverpool FC,Chelsea FC,Chelsea FC,Liverpool FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Burnley FC,Arsenal FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Sheffield United FC,Southampton FC,Southampton FC,Sheffield United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Aston Villa FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Leicester City FC,Leicester City FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,West Bromwich Albion FC,Newcastle United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Liverpool FC,Fulham FC,Fulham FC,Liverpool FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester City FC,Manchester United FC,Manchester United FC,Manchester City FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Crystal Palace FC,Tottenham Hotspur FC,Crystal Palace FC,HOME_TEAM,4.0,1.0,REGULAR
2020,Chelsea FC,Everton FC,Chelsea FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2020,West Ham United FC,Leeds United FC,West Ham United FC,Leeds United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Manchester City FC,Southampton FC,Manchester City FC,Southampton FC,HOME_TEAM,5.0,2.0,REGULAR
2020,Newcastle United FC,Aston Villa FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Leeds United FC,Chelsea FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Crystal Palace FC,West Bromwich Albion FC,Crystal Palace FC,West Bromwich Albion FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Everton FC,Burnley FC,Burnley FC,Everton FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Fulham FC,Manchester City FC,Manchester City FC,Fulham FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Southampton FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Southampton FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leicester City FC,Sheffield United FC,Leicester City FC,Sheffield United FC,HOME_TEAM,5.0,0.0,REGULAR
2020,Arsenal FC,Tottenham Hotspur FC,Arsenal FC,Tottenham Hotspur FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester United FC,West Ham United FC,Manchester United FC,West Ham United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Liverpool FC,Liverpool FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Fulham FC,Leeds United FC,Leeds United FC,Fulham FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Brighton & Hove Albion FC,Newcastle United FC,Brighton & Hove Albion FC,Newcastle United FC,HOME_TEAM,3.0,0.0,REGULAR
2020,West Ham United FC,Arsenal FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,Aston Villa FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Aston Villa FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Chelsea FC,West Bromwich Albion FC,West Bromwich Albion FC,Chelsea FC,AWAY_TEAM,2.0,5.0,REGULAR
2020,Leeds United FC,Sheffield United FC,Leeds United FC,Sheffield United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Leicester City FC,Manchester City FC,Manchester City FC,Leicester City FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Arsenal FC,Liverpool FC,Liverpool FC,Arsenal FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Southampton FC,Burnley FC,Southampton FC,Burnley FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Newcastle United FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Aston Villa FC,Fulham FC,Aston Villa FC,Fulham FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Manchester United FC,Brighton & Hove Albion FC,Manchester United FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Everton FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Wolverhampton Wanderers FC,West Ham United FC,West Ham United FC,Wolverhampton Wanderers FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,Fulham FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Fulham FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester City FC,Leeds United FC,Leeds United FC,Manchester City FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Liverpool FC,Aston Villa FC,Liverpool FC,Aston Villa FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Crystal Palace FC,Chelsea FC,Chelsea FC,Crystal Palace FC,AWAY_TEAM,1.0,4.0,REGULAR
2020,Burnley FC,Newcastle United FC,Newcastle United FC,Burnley FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,West Ham United FC,Leicester City FC,West Ham United FC,Leicester City FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Manchester United FC,Manchester United FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Sheffield United FC,Arsenal FC,Arsenal FC,Sheffield United FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,West Bromwich Albion FC,Southampton FC,West Bromwich Albion FC,Southampton FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Everton FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Everton FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Newcastle United FC,West Ham United FC,Newcastle United FC,West Ham United FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Wolverhampton Wanderers FC,Sheffield United FC,Wolverhampton Wanderers FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Arsenal FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Manchester United FC,Burnley FC,Manchester United FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Leeds United FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Chelsea FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Tottenham Hotspur FC,Southampton FC,Tottenham Hotspur FC,Southampton FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Aston Villa FC,Manchester City FC,Manchester City FC,Aston Villa FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leicester City FC,West Bromwich Albion FC,Leicester City FC,West Bromwich Albion FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Arsenal FC,Everton FC,Everton FC,Arsenal FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Liverpool FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,West Ham United FC,Chelsea FC,Chelsea FC,West Ham United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Sheffield United FC,Brighton & Hove Albion FC,Sheffield United FC,Brighton & Hove Albion FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Burnley FC,Burnley FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,4.0,REGULAR
2020,Leeds United FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Aston Villa FC,West Bromwich Albion FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Leicester City FC,Crystal Palace FC,Leicester City FC,Crystal Palace FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Southampton FC,Leicester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Manchester City FC,Manchester City FC,Crystal Palace FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Brighton & Hove Albion FC,Leeds United FC,Brighton & Hove Albion FC,Leeds United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Chelsea FC,Fulham FC,Chelsea FC,Fulham FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Everton FC,Aston Villa FC,Aston Villa FC,Everton FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Newcastle United FC,Arsenal FC,Arsenal FC,Newcastle United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Sheffield United FC,Tottenham Hotspur FC,Sheffield United FC,HOME_TEAM,4.0,0.0,REGULAR
2020,West Bromwich Albion FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Burnley FC,West Ham United FC,West Ham United FC,Burnley FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leicester City FC,Newcastle United FC,Newcastle United FC,Leicester City FC,AWAY_TEAM,2.0,4.0,REGULAR
2020,Leeds United FC,Tottenham Hotspur FC,Leeds United FC,Tottenham Hotspur FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Sheffield United FC,Crystal Palace FC,Crystal Palace FC,Sheffield United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Manchester City FC,Chelsea FC,Chelsea FC,Manchester City FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Liverpool FC,Southampton FC,Liverpool FC,Southampton FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Aston Villa FC,Manchester United FC,Manchester United FC,Aston Villa FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,West Ham United FC,Everton FC,Everton FC,West Ham United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Arsenal FC,West Bromwich Albion FC,Arsenal FC,West Bromwich Albion FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Fulham FC,Burnley FC,Burnley FC,Fulham FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Manchester United FC,Leicester City FC,Leicester City FC,Manchester United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Southampton FC,Crystal Palace FC,Southampton FC,Crystal Palace FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Chelsea FC,Arsenal FC,Arsenal FC,Chelsea FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Aston Villa FC,Everton FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Manchester United FC,Liverpool FC,Liverpool FC,Manchester United FC,AWAY_TEAM,2.0,4.0,REGULAR
2020,Newcastle United FC,Manchester City FC,Manchester City FC,Newcastle United FC,AWAY_TEAM,3.0,4.0,REGULAR
2020,Burnley FC,Leeds United FC,Leeds United FC,Burnley FC,AWAY_TEAM,0.0,4.0,REGULAR
2020,Southampton FC,Fulham FC,Southampton FC,Fulham FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Brighton & Hove Albion FC,West Ham United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Aston Villa FC,Crystal Palace FC,Aston Villa FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,0.0,REGULAR
2020,West Bromwich Albion FC,Liverpool FC,Liverpool FC,West Bromwich Albion FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Everton FC,Sheffield United FC,Sheffield United FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester United FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Southampton FC,Leeds United FC,Leeds United FC,Southampton FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Brighton & Hove Albion FC,Manchester City FC,Brighton & Hove Albion FC,Manchester City FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Chelsea FC,Leicester City FC,Chelsea FC,Leicester City FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Newcastle United FC,Sheffield United FC,Newcastle United FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Tottenham Hotspur FC,Aston Villa FC,Aston Villa FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Everton FC,Wolverhampton Wanderers FC,Everton FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Crystal Palace FC,Arsenal FC,Arsenal FC,Crystal Palace FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,West Bromwich Albion FC,West Ham United FC,West Ham United FC,West Bromwich Albion FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Burnley FC,Liverpool FC,Liverpool FC,Burnley FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Fulham FC,Newcastle United FC,Newcastle United FC,Fulham FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Aston Villa FC,Chelsea FC,Aston Villa FC,Chelsea FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Liverpool FC,Crystal Palace FC,Liverpool FC,Crystal Palace FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Manchester City FC,Everton FC,Manchester City FC,Everton FC,HOME_TEAM,5.0,0.0,REGULAR
2020,Arsenal FC,Brighton & Hove Albion FC,Arsenal FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Sheffield United FC,Burnley FC,Sheffield United FC,Burnley FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Leicester City FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Leicester City FC,AWAY_TEAM,2.0,4.0,REGULAR
2020,West Ham United FC,Southampton FC,West Ham United FC,Southampton FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Leeds United FC,West Bromwich Albion FC,Leeds United FC,West Bromwich Albion FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Wolverhampton Wanderers FC,Manchester United FC,Manchester United FC,Wolverhampton Wanderers FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Brentford FC,Arsenal FC,Brentford FC,Arsenal FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Manchester United FC,Leeds United FC,Manchester United FC,Leeds United FC,HOME_TEAM,5.0,1.0,REGULAR
2021,Watford FC,Aston Villa FC,Watford FC,Aston Villa FC,HOME_TEAM,3.0,2.0,REGULAR
2021,Leicester City FC,Wolverhampton Wanderers FC,Leicester City FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Everton FC,Southampton FC,Everton FC,Southampton FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Chelsea FC,Crystal Palace FC,Chelsea FC,Crystal Palace FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Burnley FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Burnley FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Norwich City FC,Liverpool FC,Liverpool FC,Norwich City FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Newcastle United FC,West Ham United FC,West Ham United FC,Newcastle United FC,AWAY_TEAM,2.0,4.0,REGULAR
2021,Tottenham Hotspur FC,Manchester City FC,Tottenham Hotspur FC,Manchester City FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Liverpool FC,Burnley FC,Liverpool FC,Burnley FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Manchester City FC,Norwich City FC,Manchester City FC,Norwich City FC,HOME_TEAM,5.0,0.0,REGULAR
2021,Leeds United FC,Everton FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Crystal Palace FC,Brentford FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Aston Villa FC,Newcastle United FC,Aston Villa FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Brighton & Hove Albion FC,Watford FC,Brighton & Hove Albion FC,Watford FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Wolverhampton Wanderers FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Southampton FC,Manchester United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Arsenal FC,Chelsea FC,Chelsea FC,Arsenal FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,West Ham United FC,Leicester City FC,West Ham United FC,Leicester City FC,HOME_TEAM,4.0,1.0,REGULAR
2021,Manchester City FC,Arsenal FC,Manchester City FC,Arsenal FC,HOME_TEAM,5.0,0.0,REGULAR
2021,West Ham United FC,Crystal Palace FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Norwich City FC,Leicester City FC,Leicester City FC,Norwich City FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Newcastle United FC,Southampton FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Brighton & Hove Albion FC,Everton FC,Everton FC,Brighton & Hove Albion FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Aston Villa FC,Brentford FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Liverpool FC,Chelsea FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Tottenham Hotspur FC,Watford FC,Tottenham Hotspur FC,Watford FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Burnley FC,Leeds United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Wolverhampton Wanderers FC,Manchester United FC,Manchester United FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Crystal Palace FC,Tottenham Hotspur FC,Crystal Palace FC,Tottenham Hotspur FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Watford FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Watford FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Southampton FC,West Ham United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Manchester United FC,Newcastle United FC,Manchester United FC,Newcastle United FC,HOME_TEAM,4.0,1.0,REGULAR
2021,Leicester City FC,Manchester City FC,Manchester City FC,Leicester City FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Brentford FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Brentford FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Arsenal FC,Norwich City FC,Arsenal FC,Norwich City FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Chelsea FC,Aston Villa FC,Chelsea FC,Aston Villa FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Leeds United FC,Liverpool FC,Liverpool FC,Leeds United FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Everton FC,Burnley FC,Everton FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Newcastle United FC,Leeds United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Wolverhampton Wanderers FC,Brentford FC,Brentford FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,2.0,REGULAR
2021,Norwich City FC,Watford FC,Watford FC,Norwich City FC,AWAY_TEAM,1.0,3.0,REGULAR
2021,Manchester City FC,Southampton FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Liverpool FC,Crystal Palace FC,Liverpool FC,Crystal Palace FC,HOME_TEAM,3.0,0.0,REGULAR
2021,Burnley FC,Arsenal FC,Arsenal FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Aston Villa FC,Everton FC,Aston Villa FC,Everton FC,HOME_TEAM,3.0,0.0,REGULAR
2021,West Ham United FC,Manchester United FC,Manchester United FC,West Ham United FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Brighton & Hove Albion FC,Leicester City FC,Brighton & Hove Albion FC,Leicester City FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Tottenham Hotspur FC,Chelsea FC,Chelsea FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,3.0,REGULAR
2021,Manchester United FC,Aston Villa FC,Aston Villa FC,Manchester United FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Chelsea FC,Manchester City FC,Manchester City FC,Chelsea FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Watford FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Leicester City FC,Burnley FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Leeds United FC,West Ham United FC,West Ham United FC,Leeds United FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Everton FC,Norwich City FC,Everton FC,Norwich City FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Brentford FC,Liverpool FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2021,Southampton FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Southampton FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Arsenal FC,Tottenham Hotspur FC,Arsenal FC,Tottenham Hotspur FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Crystal Palace FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Manchester United FC,Everton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Wolverhampton Wanderers FC,Newcastle United FC,Wolverhampton Wanderers FC,Newcastle United FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Leeds United FC,Watford FC,Leeds United FC,Watford FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Chelsea FC,Southampton FC,Chelsea FC,Southampton FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Burnley FC,Norwich City FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Brighton & Hove Albion FC,Arsenal FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,West Ham United FC,Brentford FC,Brentford FC,West Ham United FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,Aston Villa FC,HOME_TEAM,2.0,1.0,REGULAR
2021,Crystal Palace FC,Leicester City FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Liverpool FC,Manchester City FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Watford FC,Liverpool FC,Liverpool FC,Watford FC,AWAY_TEAM,0.0,5.0,REGULAR
2021,Southampton FC,Leeds United FC,Southampton FC,Leeds United FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Norwich City FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2021,Manchester City FC,Burnley FC,Manchester City FC,Burnley FC,HOME_TEAM,2.0,0.0,REGULAR
2021,Leicester City FC,Manchester United FC,Leicester City FC,Manchester United FC,HOME_TEAM,4.0,2.0,REGULAR
2021,Aston Villa FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Aston Villa FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Brentford FC,Chelsea FC,Chelsea FC,Brentford FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Everton FC,West Ham United FC,West Ham United FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2021,Newcastle United FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Newcastle United FC,AWAY_TEAM,2.0,3.0,REGULAR
2021,Arsenal FC,Crystal Palace FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Arsenal FC,Aston Villa FC,Arsenal FC,Aston Villa FC,HOME_TEAM,3.0,1.0,REGULAR
2021,Chelsea FC,Norwich City FC,Chelsea FC,Norwich City FC,HOME_TEAM,7.0,0.0,REGULAR
2021,Southampton FC,Burnley FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2021,Leeds United FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Everton FC,Watford FC,Watford FC,Everton FC,AWAY_TEAM,2.0,5.0,REGULAR
2021,Crystal Palace FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2021,Brighton & Hove Albion FC,Manchester City FC,Manchester City FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,4.0,REGULAR
2021,West Ham United FC,Tottenham Hotspur FC,West Ham United FC,Tottenham Hotspur FC,HOME_TEAM,1.0,0.0,REGULAR
2021,Brentford FC,Leicester City FC,Leicester City FC,Brentford FC,AWAY_TEAM,1.0,2.0,REGULAR
2021,Manchester United FC,Liverpool FC,Liverpool FC,Manchester United FC,AWAY_TEAM,0.0,5.0,REGULAR
